OSEBuildingID,DataYear,BuildingName,BuildingType,Address,ZipCode,Latitude,Longitude,Neighborhood,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,SteamUse(kBtu),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,GHGIntensityCluster
26993,2022,RAGLEY APARTMENTS,Multifamily LR (1-4),1608 E REPUBLICAN ST,98112,47.62344,-122.31096,EAST,1922,3,1,20064,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
26994,2022,ARBORETUM COURT II,NonResidential,3130 E MADISON ST,98112,47.627,-122.29153,EAST,1988,2,1,21036,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
26995,2022,MILWAUKEE APARTMENTS,Multifamily MR (5-9),664 S KING ST,98104,47.59861,-122.32413,DOWNTOWN,1911,5,1,81120,100.0,23.0,64.30000305,Multifamily MR (5-9),0.0,Compliant,No Issue,1652826.0,0.0,0.08,0
26997,2022,4545 ROOSEVELT WAY NE,NonResidential,4545 ROOSEVELT WAY NE,98105,47.6622,-122.31779,NORTHEAST,1999,6,1,91100,,115.8000031,324.2000122,Mixed Use Property,0.0,Compliant,No Issue,3813142.0,0.0,0.29,0
27008,2022,LAURELHURST K-8 (SPS-DISTRICT),SPS-District K-12,4530 46TH AVE NE,98105,47.6622,-122.27796,NORTHEAST,1928,2,1,54943,29.0,84.69999695,106.5,K-12 School,0.0,Compliant,No Issue,537861.0,4022200.0,3.93,3
27013,2022,NORTHWEST WHOLESALE FLORISTS,NonResidential,525 S FRONT ST,98108,47.54761,-122.32759,GREATER DUWAMISH,1960,1,1,44476,19.0,34.70000076,67.90000153,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,741310.0,689490.0,0.89,2
27016,2022,PACIFIC GEORGETOWN CENTER LLC,NonResidential,6363 7TH AVE S,98108,47.54494,-122.32543,GREATER DUWAMISH,1969,1,1,35017,81.0,35.09999847,67.5,Office,0.0,Compliant,No Issue,567757.0,568340.0,0.92,2
27020,2022,ALPHA DELTA PI SORORITY,NonResidential,1805 NE 47TH ST,98105,47.66281,-122.30819,NORTHEAST,1950,3,1,29084,,52.83051646693396,114.97467933940187,Residence Hall/Dormitory,0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",413870.0,0.0,0.05,0
27029,2022,WILSONIAN APARTMENTS,Multifamily MR (5-9),4710 UNIVERSITY WAY NE,98105,47.66321,-122.31266,NORTHEAST,1923,7,1,100234,1.0,148.1999969,167.5,Multifamily MR (5-9),0.0,Compliant,No Issue,680660.0,14177300.0,7.54,3
27033,2022,SAMAKI COMMONS,Multifamily LR (1-4),3908 S KENYON ST,98118,47.53223,-122.28269,GREATER DUWAMISH,2009,3,1,37361,84.0,43.59999847,87.59999847,Multifamily LR (1-4),0.0,Compliant,No Issue,893543.0,735840.0,1.14,2
27039,2022,UPTOWN CONDO,Multifamily LR (1-4),520 2ND AVE,98104,47.60201,-122.33225,DOWNTOWN,1992,4,1,35655,52.0,42.59999847,101.4000015,Multifamily LR (1-4),0.0,Compliant,No Issue,968542.0,304320.0,0.56,1
27040,2022,URBAN LEAGUE VILLAGE,Multifamily LR (1-4),2300 S MASSACHUSETTS ST,98144,47.58874,-122.30185,SOUTHEAST,1900,3,1,48441,,35.79999924,89.5,Multifamily LR (1-4),0.0,Compliant,No Issue,1435422.0,300420.0,0.44,0
27042,2022,UWAJIMAYA VILLAGE,Multifamily MR (5-9),512 S WELLER ST,98104,47.59774,-122.3273,DOWNTOWN,2000,5,1,294707,81.0,68.80000305,160.6999969,Multifamily MR (5-9),0.0,Compliant,No Issue,11282583.0,4057870.0,1.16,2
27047,2022,VEER LOFTS,Multifamily MR (5-9),401 9TH AVE N,98109,47.62222,-122.34014,LAKE UNION,2008,6,1,103931,84.0,35.0,98.0,Multifamily MR (5-9),0.0,Compliant,No Issue,2878285.0,0.0,0.11,0
27049,2022,VERANDAS ON QUEEN ANNE CONDOMINIUM,Multifamily LR (1-4),1901 TAYLOR AVE N,98109,47.63586,-122.34622,MAGNOLIA / QUEEN ANNE,1999,3,1,36115,,19.89999962,41.0,Multifamily LR (1-4),0.0,Compliant,No Issue,346215.0,0.0,0.04,0
27059,2022,700 BROADWAY APARTMENTS,Multifamily LR (1-4),700 BROADWAY E,98102,47.62546,-122.32085,EAST,2003,4,1,88426,69.0,40.79999924,99.69999695,Multifamily LR (1-4),0.0,Compliant,No Issue,1849078.0,468400.0,0.56,1
27071,2022,BAYVIEW MANOR,Multifamily HR (10+),11 W ALOHA ST,98119,47.62684,-122.35736,MAGNOLIA / QUEEN ANNE,1960,10,1,189917,75.0,101.0999985,181.6999969,Other,0.0,Compliant,No Issue,10070037.0,13529880.0,4.61,3
27080,2022,Japanese Presbyterian Church,NonResidential,1801 24TH AVE S,98144,47.58671,-122.30201,SOUTHEAST,1963,2,1,22952,87.0,25.0,35.20000076,Worship Facility,0.0,Compliant,No Issue,118609.0,454310.0,1.07,2
27081,2022,SOUNDVIEW,Multifamily MR (5-9),4815 CALIFORNIA AVE SW,98116,47.55856,-122.38723,SOUTHWEST,2001,6,1,108066,,26.10000038,73.19999695,Multifamily MR (5-9),0.0,Compliant,No Issue,1977691.0,0.0,0.1,0
27082,2022,CONTINENTAL APTS,Multifamily LR (1-4),4835 CALIFORNIA AVE SW,98116,47.55807,-122.38715,SOUTHWEST,1967,4,1,26528,,23.70000076,66.30000305,Multifamily LR (1-4),0.0,Compliant,No Issue,628580.0,0.0,0.09,0
27089,2022,NINE CHERRY SQUARE,Multifamily MR (5-9),905 CHERRY ST,98104,47.60626,-122.32497,EAST,1969,7,1,27627,57.0,42.90000153,120.0,Multifamily MR (5-9),0.0,Compliant,No Issue,1184058.0,0.0,0.16,0
27090,2022,911 CONDOMINIUM,Multifamily LR (1-4),911 N 73RD ST,98103,47.68157,-122.3456,NORTHWEST,1969,4,1,20851,61.0,39.29999924,90.80000305,Multifamily LR (1-4),0.0,Compliant,No Issue,589829.0,229750.0,0.69,1
27095,2022,1926 FAIRVIEW CONDOMINIUM,Multifamily LR (1-4),1926 FAIRVIEW AVE E,98102,47.63663,-122.32788,LAKE UNION,1990,4,1,36792,88.0,35.09999847,71.19999695,Multifamily LR (1-4),0.0,Compliant,No Issue,721238.0,570080.0,0.9,2
27096,2022,9800 ROOSEVELT CONDOMINIUM,Multifamily LR (1-4),9800 ROOSEVELT WAY NE,98115,47.70065,-122.31735,NORTH,1983,3,1,23512,86.0,31.89999962,72.90000153,Multifamily LR (1-4),0.0,Compliant,No Issue,529470.0,219750.0,0.58,1
27097,2022,19TH AVE LOFTS,Multifamily LR (1-4),1812 19TH AVE,98122,47.61798,-122.30724,SHARED: CENTRAL &amp; EAST,2004,3,1,49518,43.0,42.0,83.90000153,Multifamily LR (1-4),0.0,Compliant,No Issue,1126777.0,950950.0,1.11,2
27100,2022,FOUR SEASONS HOTEL & 99 UNION STREET PRIVATE RESIDENCES,Multifamily HR (10+),99 UNION ST,98101,47.60742,-122.33919,DOWNTOWN,2008,20,1,455883,,149.6999969,257.2000122,Multifamily HR (10+),17842006.0,Compliant,No Issue,21249735.0,20711541.0,6.53,3
27102,2022,FIFTH AVE APTS,Multifamily MR (5-9),1401 5TH AVE N,98109,47.63165,-122.34793,MAGNOLIA / QUEEN ANNE,1963,7,1,28277,84.0,33.90000153,95.0,Multifamily MR (5-9),0.0,Compliant,No Issue,743263.0,0.0,0.1,0
27103,2022,TOWNE VUE MANOR,Multifamily LR (1-4),1425 5TH AVE N,98109,47.63201,-122.34784,MAGNOLIA / QUEEN ANNE,1958,4,1,21602,87.0,33.70000076,71.80000305,Multifamily LR (1-4),0.0,Compliant,No Issue,449968.0,277870.0,0.76,1
27105,2022,CROSSPOINTE VISTA,Multifamily LR (1-4),620 COMSTOCK ST,98109,47.63089,-122.3439,MAGNOLIA / QUEEN ANNE,1988,3,1,65689,91.0,20.0,55.90000153,Multifamily LR (1-4),0.0,Compliant,No Issue,1311077.0,0.0,0.11,0
27107,2022,NOMA,Multifamily MR (5-9),5600 24TH AVE NW,98107,47.6696,-122.38735,BALLARD,2007,6,1,109222,98.0,26.70000076,68.30000305,Multifamily MR (5-9),0.0,Compliant,No Issue,2513842.0,399410.0,0.28,0
27114,2022,THUNDERBIRD APTS,Multifamily LR (1-4),4821 FAUNTLEROY WAY SW,98116,47.55857,-122.38186,SOUTHWEST,1957,2,2,21596,84.0,27.5,77.09999847,Multifamily LR (1-4),0.0,Compliant,No Issue,594712.0,0.0,0.11,0
27117,2022,N W WAREHOUSE,NonResidential,6540 5TH PL S,98108,47.54443,-122.32688,GREATER DUWAMISH,1976,1,1,21040,90.0,9.0,24.89999962,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,186030.0,0.0,0.03,0
27122,2022,CEDAR HEIGHTS,NonResidential,6535 5TH PL S,98108,47.54491,-122.32758,GREATER DUWAMISH,1951,2,1,28032,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
27131,2022,PACIFIC RUBBER,NonResidential,6720 E MARGINAL WAY S,98108,47.54333,-122.32792,GREATER DUWAMISH,1974,1,1,25620,86.0,18.70000076,30.0,Distribution Center,0.0,Compliant,No Issue,151171.0,0.0,0.02,0
27136,2022,HEARTWOOD (Distribution Warehouse),NonResidential,1414 S DIRECTOR ST,98108,47.52245,-122.31319,GREATER DUWAMISH,1985,1,0,31604,,11.60000038,21.29999924,Other,0.0,Compliant,No Issue,180273.0,221180.0,0.39,0
27141,2022,TSUE CHONG FOODS,NonResidential,800 S WELLER ST,98104,47.59775,-122.32219,DOWNTOWN,1992,3,1,33238,85.0,12.5,35.0,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,415081.0,0.0,0.05,0
27142,2022,ST JAMES CATHEDRAL PLACE,NonResidential,803 TERRY AVE,98104,47.60745,-122.32542,EAST,1912,4,1,27800,89.0,20.20000076,52.0,K-12 School,0.0,Compliant,No Issue,489095.0,71300.0,0.2,0
27144,2022,MILL STREET CONDOMINIUM,Multifamily LR (1-4),1918 E YESLER WAY,98122,47.60187,-122.30665,CENTRAL,2002,4,1,26255,82.0,32.0,89.69999695,Multifamily LR (1-4),0.0,Compliant,No Issue,719141.0,0.0,0.11,0
27145,2022,MILLENNIUM TOWER,NonResidential,719 2ND AVE,98104,47.60331,-122.33389,DOWNTOWN,2000,6,1,390390,78.0,35.40000153,82.5,Office,0.0,Not Compliant,Account Requires Verification,10179989.0,3721150.0,0.81,2
27146,2022,MILLER PLACE CONDOMINIUM,Multifamily LR (1-4),215 20TH AVE E,98112,47.62014,-122.3064,SHARED: CENTRAL &amp; EAST,1999,3,1,21158,,25.20000076,70.5,Multifamily LR (1-4),0.0,Compliant,No Issue,444089.0,0.0,0.08,0
27154,2022,MONIQUE LOFTS CONDOMINIUM,Multifamily LR (1-4),1024 E PIKE ST,98122,47.61435,-122.31842,EAST,1913,4,1,26355,1.0,135.3000031,193.8999939,Multifamily LR (1-4),0.0,Compliant,No Issue,780052.0,2786650.0,5.73,3
27160,2022,MONTREUX CONDOMINIUM,Multifamily MR (5-9),425 VINE ST,98121,47.61758,-122.34632,DOWNTOWN,1998,7,1,74162,,41.90000153,106.8000031,Multifamily MR (5-9),0.0,Compliant,No Issue,2302194.0,381130.0,0.39,0
27162,2022,WEST SEATTLE THRIFTWAY,NonResidential,4201 SW MORGAN ST,98136,47.54427,-122.38609,SOUTHWEST,1998,1,1,33706,96.0,189.1999969,291.0,Supermarket/Grocery Store,0.0,Compliant,No Issue,1674512.0,4331750.0,7.02,3
27166,2022,CRESCENT APTS,Multifamily LR (1-4),5840 AIRPORT WAY S,98108,47.55066,-122.31787,GREATER DUWAMISH,1963,3,1,27984,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
27184,2022,WAREHOUSE,NonResidential,1050 W EWING ST,98119,47.65532,-122.37133,MAGNOLIA / QUEEN ANNE,1961,2,1,37600,,26.89999962,52.70000076,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,526905.0,483300.0,0.74,1
27189,2022,DENNY TERRACE,Multifamily HR (10+),100 MELROSE AVE E,98102,47.61882,-122.32759,EAST,1969,10,1,139127,49.0,46.79999924,131.1999969,Multifamily HR (10+),0.0,Compliant,No Issue,6517306.0,0.0,0.18,0
27192,2022,THE ILIAD,Multifamily LR (1-4),112 BELLEVUE AVE E,98102,47.61902,-122.32639,EAST,1965,4,1,26153,94.0,24.39999962,68.30000305,Multifamily LR (1-4),0.0,Compliant,No Issue,554380.0,0.0,0.09,0
27195,2022,BILTMORE APARTMENTS,Multifamily MR (5-9),418 E LORETTA PL,98102,47.61944,-122.32589,EAST,1924,7,1,95611,49.0,93.90000153,119.8000031,Multifamily MR (5-9),0.0,Compliant,No Issue,1157656.0,7818490.0,4.39,3
27196,2022,FANEUIL HALL,Multifamily MR (5-9),1562 E OLIVE WAY,98102,47.61898,-122.32585,EAST,1928,5,1,32980,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
27198,2022,ROYAL CREST CONDOMINIUM,Multifamily HR (10+),2100 3RD AVE,98121,47.61353,-122.34232,DOWNTOWN,1973,26,1,187080,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
27199,2022,ROYAL MANOR CONDOMINIUM,Multifamily HR (10+),1120 8TH AVE,98101,47.60929,-122.32946,EAST,1970,21,1,94000,,63.0,126.8000031,Multifamily HR (10+),0.0,Compliant,No Issue,3257479.0,2663550.0,1.64,3
27201,2022,ROYAL OAK CONDOMINIUM,Multifamily LR (1-4),12300 28TH AVE NE,98125,47.7177,-122.29767,NORTH,1974,3,1,35333,80.0,29.10000038,81.5,Multifamily LR (1-4),0.0,Compliant,No Issue,900776.0,0.0,0.1,0
27203,2022,ROYCROFT CONDOMINIUM,Multifamily LR (1-4),6015 PHINNEY AVE N,98103,47.67299,-122.35487,NORTHWEST,2004,4,1,39331,68.0,38.5,93.5,Multifamily LR (1-4),0.0,Compliant,No Issue,1107527.0,298380.0,0.51,0
27204,2022,RUBY,Multifamily LR (1-4),2960 EASTLAKE AVE E,98102,47.64839,-122.32314,LAKE UNION,2008,4,1,57486,93.0,22.20000076,62.09999847,Multifamily LR (1-4),0.0,Compliant,No Issue,1275105.0,0.0,0.09,0
27212,2022,LOCKHAVEN CONDOMINIUM,Multifamily LR (1-4),3100 W COMMODORE WAY,98199,47.66401,-122.39701,MAGNOLIA / QUEEN ANNE,1982,4,1,77966,87.0,43.0,79.30000305,Multifamily LR (1-4),0.0,Compliant,No Issue,1519512.0,1835940.0,1.33,2
27213,2022,LOCKSHORE CONDOMINIUM,Multifamily LR (1-4),3200 W COMMODORE WAY,98199,47.66443,-122.39802,MAGNOLIA / QUEEN ANNE,1965,3,1,28944,82.0,33.79999924,90.40000153,Multifamily LR (1-4),0.0,Compliant,No Issue,753382.0,57060.0,0.2,0
27216,2022,LOFTS THE CONDOMINIUM,Multifamily MR (5-9),208 3RD AVE S,98104,47.60045,-122.32989,DOWNTOWN,1904,5,1,30189,,22.5,49.59999847,Multifamily MR (5-9),0.0,Not Compliant,Account Requires Verification,501234.0,257240.0,0.52,0
27218,2022,CAPITOL COURT,Multifamily LR (1-4),514 19TH AVE E,98112,47.62375,-122.30693,SHARED: CENTRAL &amp; EAST,2004,4,1,44432,,53.59999847,117.5999985,Multifamily LR (1-4),0.0,Compliant,No Issue,937980.0,495630.0,1.11,2
27225,2022,ADMIRAL APARTMENTS,Multifamily LR (1-4),2203 CALIFORNIA AVE SW,98116,47.58383,-122.38681,SOUTHWEST,1926,3,1,23671,79.0,34.90000153,77.69999695,Multifamily LR (1-4),0.0,Compliant,No Issue,555626.0,270790.0,0.7,1
27231,2022,LOYAL HEIGHTS (SPS-DISTRICT),SPS-District K-12,2501 NW 80TH ST,98117,47.68644,-122.38905,BALLARD,1932,2,1,90465,75.0,21.10000038,57.0,K-12 School,0.0,Compliant,No Issue,1806121.0,98920.0,0.13,0
27232,2022,MEZZO CONDOMINIUM,Multifamily LR (1-4),711 E DENNY WAY,98122,47.6184,-122.32324,EAST,1989,4,1,20380,80.0,34.0,95.19999695,Multifamily LR (1-4),0.0,Compliant,No Issue,634970.0,0.0,0.12,0
27234,2022,MIDORI,Multifamily LR (1-4),1515 E YESLER WAY,98122,47.60136,-122.31248,CENTRAL,2002,4,1,29808,,52.83051646693396,114.97467933940187,Multifamily LR (1-4),0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",552932.0,0.0,0.07,0
27235,2022,MIDTOWN,Multifamily LR (1-4),732 11TH AVE E,98102,47.62625,-122.31769,EAST,1969,4,1,27878,91.0,26.29999924,73.69999695,Multifamily LR (1-4),0.0,Compliant,No Issue,607625.0,0.0,0.08,0
27241,2022,LUDLOW APTS,Multifamily LR (1-4),703 E PIKE ST,98122,47.61386,-122.32288,EAST,1910,3,2,23597,99.0,28.60000038,50.20000076,Multifamily LR (1-4),0.0,Compliant,No Issue,300379.0,448140.0,1.06,2
27243,2022,1404 BOYLSTON (2019),Multifamily MR (5-9),1404 BOYLSTON AVE,98122,47.61334,-122.32311,EAST,2018,7,1,52253,100.0,28.0,59.59999847,Multifamily MR (5-9),0.0,Compliant,No Issue,878367.0,552110.0,0.63,1
27245,2022,ST JOHNS APT & STORE,Multifamily LR (1-4),725 E PIKE ST,98122,47.6139,-122.32241,EAST,1910,3,1,24682,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
27252,2022,GREENHOUSE APARTMENTS (2013),Multifamily MR (5-9),3701 S HUDSON ST,98118,47.55681,-122.28579,SOUTHEAST,2012,5,1,121773,97.0,39.29999924,87.59999847,Multifamily MR (5-9),0.0,Compliant,No Issue,2049811.0,993920.0,0.63,1
27258,2022,MORNINGSIDE APTS & RETAIL,Multifamily LR (1-4),9425 35TH AVE NE,98115,47.69711,-122.29098,NORTHEAST,1994,3,1,50095,,26.0,72.80000305,Multifamily LR (1-4),0.0,Compliant,No Issue,907329.0,0.0,0.1,0
27260,2022,MOSLER LOFTS,Multifamily HR (10+),2720 3RD AVE,98121,47.61754,-122.34902,DOWNTOWN,2007,12,1,175353,71.0,41.0,94.30000305,Multifamily HR (10+),0.0,Compliant,No Issue,4221596.0,1682810.0,0.6,1
27264,2022,MAPLE LEAF APTS,Multifamily LR (1-4),3501 14TH AVE S,98144,47.57184,-122.31515,GREATER DUWAMISH,1980,4,1,26245,79.0,27.89999962,78.0,Multifamily LR (1-4),0.0,Compliant,No Issue,730982.0,0.0,0.11,0
27265,2022,HALLER POST,Multifamily LR (1-4),1130 N 115TH ST,98133,47.7129,-122.34351,NORTHWEST,1987,3,4,103345,73.0,32.79999924,91.59999847,Multifamily LR (1-4),0.0,Compliant,No Issue,2991971.0,6110.0,0.11,0
27266,2022,NORTHPARK VILLA,Multifamily MR (5-9),1100 N 115TH ST,98133,47.71257,-122.34418,NORTHWEST,2005,6,1,93191,99.0,26.29999924,73.69999695,Multifamily MR (5-9),0.0,Compliant,No Issue,1721403.0,0.0,0.1,0
27274,2022,PEGASUS COURT CONDO,Multifamily LR (1-4),12345 ROOSEVELT WAY NE,98125,47.71884,-122.31855,SHARED: NORTH &amp; NORTHWEST,1999,4,1,37317,,23.39999962,65.59999847,Multifamily LR (1-4),0.0,Compliant,No Issue,874736.0,0.0,0.09,0
27277,2022,EVANSTON PLACE  APTS,Multifamily LR (1-4),4323 EVANSTON AVE N,98103,47.65976,-122.35134,LAKE UNION,1991,4,1,31500,99.0,19.10000038,53.40000153,Multifamily LR (1-4),0.0,Compliant,No Issue,472967.0,0.0,0.07,0
27294,2022,APARTMENT & RETAIL,Multifamily LR (1-4),1520 NE 143RD ST,98125,47.73233,-122.31197,NORTH,1976,3,1,21520,85.0,24.10000038,67.59999847,Multifamily LR (1-4),0.0,Compliant,No Issue,519460.0,0.0,0.09,0
27295,2022,22 UNIT APARTMENT,Multifamily LR (1-4),1526 NE 143RD ST,98125,47.73234,-122.3116,NORTH,1976,4,1,21580,79.0,25.5,71.30000305,Multifamily LR (1-4),0.0,Compliant,No Issue,549325.0,0.0,0.1,0
27296,2022,EXECUTIVE ESTATES - BLDG E,Multifamily LR (1-4),14040 15TH AVE NE,98125,47.73192,-122.31187,NORTH,1969,3,1,97254,80.0,24.79999924,69.5,Multifamily LR (1-4),0.0,Compliant,No Issue,2411306.0,0.0,0.1,0
27297,2022,JACKSON PARK APTS 36-UNITS,Multifamily LR (1-4),13716 15TH AVE NE,98125,47.72914,-122.31194,NORTH,1975,3,1,28899,69.0,34.79999924,97.30000305,Multifamily LR (1-4),0.0,Compliant,No Issue,1004472.0,0.0,0.13,0
27298,2022,EXECUTIVE ESTATES (BLDGS J & K),Multifamily LR (1-4),14017 15TH AVE NE,98125,47.73105,-122.31429,SHARED: NORTH &amp; NORTHWEST,1975,3,1,57496,91.0,21.29999924,59.70000076,Multifamily LR (1-4),0.0,Compliant,No Issue,1225291.0,0.0,0.08,0
27299,2022,EXECUTIVE ESTATES (BLDGS N & R),Multifamily LR (1-4),14025 15TH AVE NE,98125,47.731,-122.31308,SHARED: NORTH &amp; NORTHWEST,1985,4,1,48863,86.0,24.79999924,69.40000153,Multifamily LR (1-4),0.0,Compliant,No Issue,1222765.0,0.0,0.1,0
27300,2022,"EXECUTIVE ESTATES (BLDGS A, B, C, D)",Multifamily LR (1-4),1227 NE 143RD ST,98125,47.73164,-122.31409,SHARED: NORTH &amp; NORTHWEST,1966,4,1,165694,78.0,26.39999962,72.40000153,Multifamily LR (1-4),0.0,Compliant,No Issue,4597373.0,165820.0,0.18,0
27301,2022,"EXECUTIVE ESTATES (BLDGS F, G & H)",Multifamily LR (1-4),14041 15TH AVE NE,98125,47.73143,-122.31344,SHARED: NORTH &amp; NORTHWEST,1968,3,1,143369,90.0,23.60000038,66.19999695,Multifamily LR (1-4),0.0,Compliant,No Issue,3309389.0,0.0,0.1,0
27302,2022,EXECUTIVE ESTATES (BLDGS M & N),Multifamily LR (1-4),14330 12TH AVE NE,98125,47.73331,-122.31468,SHARED: NORTH &amp; NORTHWEST,1976,3,1,44230,81.0,23.89999962,66.80000305,Multifamily LR (1-4),0.0,Compliant,No Issue,1885713.0,0.0,0.16,0
27303,2022,CENTURYLINK: EMERSON MAIN,NonResidential,1249 NE 145TH ST,98155,47.73368,-122.31366,SHARED: NORTH &amp; NORTHWEST,1948,2,1,47237,,126.4000015,353.8999939,Other,0.0,Compliant,No Issue,6024193.0,0.0,0.49,0
27304,2022,PARC-BELLTOWN,Multifamily HR (10+),76 CEDAR ST,98121,47.61533,-122.35145,DOWNTOWN,2007,13,1,187139,77.0,40.20000076,90.59999847,Multifamily HR (10+),0.0,Compliant,No Issue,5169583.0,2358960.0,0.78,1
27306,2022,PARC ON SUMMIT CONDOMINIUM,Multifamily MR (5-9),1616 SUMMIT AVE,98122,47.61566,-122.32533,EAST,1990,5,2,57091,95.0,27.10000038,75.90000153,Multifamily MR (5-9),0.0,Compliant,No Issue,1549273.0,0.0,0.1,0
27321,2022,VILLAGE VISTA APTS,Multifamily LR (1-4),5000 22ND AVE NE,98105,47.66512,-122.30419,NORTHEAST,1958,3,4,30240,,26.79999924,75.19999695,Multifamily LR (1-4),0.0,Compliant,No Issue,811865.0,0.0,0.1,0
27342,2022,RAVEN-WOOD CONDOMINIUM,Multifamily LR (1-4),9502 RAVENNA AVE NE,98115,47.69779,-122.30442,NORTH,1979,3,1,21798,78.0,31.10000038,87.09999847,Multifamily LR (1-4),0.0,Compliant,No Issue,565104.0,0.0,0.1,0
27343,2022,RAVENNA WOODS CONDOMINIUM,Multifamily LR (1-4),2300 NE 89TH ST,98115,47.69327,-122.30347,NORTHEAST,1981,3,1,42448,78.0,30.10000038,84.19999695,Multifamily LR (1-4),0.0,Compliant,No Issue,1276233.0,0.0,0.12,0
27348,2022,REGATTA CONDOMINIUM,Multifamily MR (5-9),1700 N NORTHLAKE WAY,98103,47.64734,-122.33671,LAKE UNION,2002,5,1,125241,99.0,35.70000076,65.09999847,Multifamily MR (5-9),0.0,Compliant,No Issue,2179258.0,2769500.0,1.24,2
27350,2022,REGATTA ON ALKI CONDOMINIUM,Multifamily MR (5-9),1502 ALKI AVE SW,98116,47.59028,-122.39281,SOUTHWEST,1997,6,1,21900,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
27352,2022,PARK LANE PLACE CONDOMINIUM,Multifamily LR (1-4),400 BOYLSTON AVE E,98102,47.62212,-122.32293,EAST,1931,4,1,32430,64.0,42.70000076,96.0,Multifamily LR (1-4),0.0,Compliant,No Issue,947214.0,438990.0,0.83,2
27359,2022,PARK SHORE VILLA CONDOMINIUM,Multifamily LR (1-4),9030 SEWARD PARK AVE S,98118,47.5221,-122.26406,SOUTHEAST,1971,4,1,87696,63.0,30.10000038,84.30000305,Multifamily LR (1-4),0.0,Compliant,No Issue,2085551.0,0.0,0.09,0
27360,2022,PARK SUMMIT PH 01 CONDOMINIUM,Multifamily LR (1-4),211 SUMMIT AVE E,98102,47.62006,-122.32585,EAST,1984,4,1,50299,,40.79999924,114.0999985,Multifamily LR (1-4),0.0,Compliant,No Issue,1708634.0,0.0,0.13,0
27361,2022,PARK TERRACE CONDOMINIUM,Multifamily LR (1-4),528 W OLYMPIC PL,98119,47.62733,-122.3645,MAGNOLIA / QUEEN ANNE,1949,4,1,34882,96.0,38.40000153,67.30000305,Multifamily LR (1-4),0.0,Compliant,No Issue,442585.0,0.0,0.06,0
27363,2022,PARKE GRANDVIEW CONDOMINIUM,Multifamily LR (1-4),1520 15TH AVE E,98112,47.63289,-122.31224,EAST,1980,4,1,26808,27.0,38.40000153,107.5999985,Multifamily LR (1-4),0.0,Compliant,No Issue,1030416.0,0.0,0.15,0
27365,2022,ADAMS ELEMENTARY (SPS-DISTRICT),SPS-District K-12,6110 28TH AVE NW,98107,47.67363,-122.39152,BALLARD,1989,2,1,57298,79.0,25.5,71.40000153,K-12 School,0.0,Compliant,No Issue,1525692.0,0.0,0.1,0
27369,2022,PARKVIEW PLAZA CONDOMINIUM,Multifamily HR (10+),1101 SENECA ST,98101,47.61063,-122.32601,EAST,1981,18,1,78538,12.0,79.19999695,176.3000031,Multifamily HR (10+),0.0,Compliant,No Issue,4183822.0,2033080.0,1.58,3
27378,2022,SAFEWAY  STORE # 1550,NonResidential,7300 ROOSEVELT WAY NE,98115,47.68217,-122.31675,NORTHEAST,1997,1,1,76585,29.0,326.2999878,670.2000122,Supermarket/Grocery Store,0.0,Compliant,No Issue,7760345.0,5762700.0,8.84,3
27381,2022,CROSS AND CROWN CHURCH,NonResidential,4554 12TH AVE NE,98105,47.66295,-122.31494,NORTHEAST,1938,3,1,26373,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
